https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume MATIC,Volume BRL,tradecount
1631836800000,2021-09-17,MATICBRL,7.309,7.681,6.906,7.6,207782.7,1508914.0865,1123
1631750400000,2021-09-16,MATICBRL,7.446,7.837,7.15,7.327,200699.3,1515826.667,1327
1631664000000,2021-09-15,MATICBRL,6.942,7.463,6.925,7.406,177272.2,1273870.8436,1030
1631577600000,2021-09-14,MATICBRL,6.479,6.99,6.35,6.942,169572.2,1148814.6264,866
1631491200000,2021-09-13,MATICBRL,7.045,7.156,6.35,6.538,235648.8,1561407.4022,1176
1631404800000,2021-09-12,MATICBRL,6.972,7.283,6.85,7.045,138097.4,973986.4324,905
1631318400000,2021-09-11,MATICBRL,6.939,7.3,6.811,6.997,108831.6,768287.4673,939
1631232000000,2021-09-10,MATICBRL,7.222,7.71,6.75,6.939,350548.8,2527178.405,1862
1631145600000,2021-09-09,MATICBRL,7.11,7.681,6.846,7.224,293752.8,2150200.094,1977
1631059200000,2021-09-08,MATICBRL,7.229,7.3,6.223,7.084,485710.8,3363869.338,2440
1630972800000,2021-09-07,MATICBRL,8.579,8.859,5.8,7.177,945710.89,7112835.64045,4359
1630886400000,2021-09-06,MATICBRL,8.747,8.909,8.167,8.567,291501.2,2504971.5739,1961
1630800000000,2021-09-05,MATICBRL,9.079,9.398,8.579,8.747,485339.13,4343881.87229,2685
1630713600000,2021-09-04,MATICBRL,7.593,9.113,7.544,9.081,711615.5,6045698.12881,3295
1630627200000,2021-09-03,MATICBRL,7.529,7.729,7.34,7.593,208656.3,1586511.0264,1312
1630540800000,2021-09-02,MATICBRL,7.638,7.855,7.418,7.527,235304.3,1793075.4146,1417
1630454400000,2021-09-01,MATICBRL,6.964,7.757,6.84,7.624,421782.6,3129623.7979,1786
1630368000000,2021-08-31,MATICBRL,6.896,7.406,6.841,6.986,248626.35,1750661.44073,1393
1630281600000,2021-08-30,MATICBRL,7.409,7.424,6.876,6.889,207660.84,1488718.71123,1274
1630195200000,2021-08-29,MATICBRL,7.634,7.78,7.315,7.409,204212.7,1545856.4936,882
1630108800000,2021-08-28,MATICBRL,7.952,7.98,7.548,7.634,93017.48,713382.74026,728
1630022400000,2021-08-27,MATICBRL,7.278,7.92,7.183,7.92,189435.87,1437217.35806,1150
1629936000000,2021-08-26,MATICBRL,8.043,8.145,7.09,7.279,315981.29,2369806.69355,1517
1629849600000,2021-08-25,MATICBRL,7.834,8.167,7.548,8.044,159557.13,1262743.37845,1493
1629763200000,2021-08-24,MATICBRL,8.827,8.849,7.664,7.824,357867.25,2929918.6533,2626
1629676800000,2021-08-23,MATICBRL,8.786,9.065,8.636,8.83,257685.68,2274393.78467,2238
1629590400000,2021-08-22,MATICBRL,8.608,9.02,8.47,8.786,252256.64,2207242.76908,1971
1629504000000,2021-08-21,MATICBRL,8.379,9.159,8.171,8.6,353572.0,3098464.90541,2927
1629417600000,2021-08-20,MATICBRL,7.941,8.467,7.829,8.357,355429.64,2899881.3061,2810
1629331200000,2021-08-19,MATICBRL,7.235,7.94,7.066,7.91,340681.67,2521490.58697,1960
1629244800000,2021-08-18,MATICBRL,7.195,7.552,6.831,7.236,220292.14,1588945.97243,1658
1629158400000,2021-08-17,MATICBRL,7.532,8.104,7.132,7.22,319335.91,2419807.5336,2195
1629072000000,2021-08-16,MATICBRL,7.748,8.204,7.523,7.533,369612.64,2912078.69088,2581
1628985600000,2021-08-15,MATICBRL,7.63,7.842,7.269,7.745,237450.56,1799666.09913,1680
1628899200000,2021-08-14,MATICBRL,7.971,7.975,7.447,7.602,412098.62,3149556.11692,2500
1628812800000,2021-08-13,MATICBRL,7.009,7.99,6.963,7.971,589910.73,4459443.98745,3041
1628726400000,2021-08-12,MATICBRL,7.24,7.813,6.635,6.997,668409.41,4806130.50211,3125
1628640000000,2021-08-11,MATICBRL,6.045,7.5,6.037,7.248,977629.16,6799990.46667,6344
1628553600000,2021-08-10,MATICBRL,5.945,6.21,5.823,6.056,352593.76,2123719.21301,2718
1628467200000,2021-08-09,MATICBRL,5.701,6.118,5.471,5.943,383066.47,2241029.51052,2498
1628380800000,2021-08-08,MATICBRL,6.134,6.215,5.648,5.701,347451.15,2053018.48114,1588
1628294400000,2021-08-07,MATICBRL,5.663,6.3,5.61,6.14,401835.17,2424531.3152,2190
1628208000000,2021-08-06,MATICBRL,5.589,5.763,5.434,5.663,211352.82,1185111.24546,1119
1628121600000,2021-08-05,MATICBRL,5.503,5.62,5.265,5.579,208785.36,1145484.05633,1091
1628035200000,2021-08-04,MATICBRL,5.357,5.645,5.294,5.49,169573.77,928115.76057,957
1627948800000,2021-08-03,MATICBRL,5.464,5.51,5.262,5.357,177684.22,954749.55692,861
1627862400000,2021-08-02,MATICBRL,5.48,5.617,5.313,5.458,239364.93,1311240.9143,986
1627776000000,2021-08-01,MATICBRL,5.634,5.886,5.45,5.48,320999.37,1814386.24127,1453
1627689600000,2021-07-31,MATICBRL,5.557,5.73,5.323,5.641,253940.7,1391273.13238,1242
1627603200000,2021-07-30,MATICBRL,5.262,5.58,5.113,5.56,349912.6,1860410.7982,1434
1627516800000,2021-07-29,MATICBRL,5.262,5.33,5.126,5.239,210734.72,1093042.99612,871
1627430400000,2021-07-28,MATICBRL,5.391,5.476,5.179,5.252,373273.82,1983936.59907,1498
1627344000000,2021-07-27,MATICBRL,5.311,5.54,4.896,5.428,663673.33,3475567.61669,2099
1627257600000,2021-07-26,MATICBRL,4.875,5.875,4.858,5.286,1153674.65,6274477.35523,4013
1627171200000,2021-07-25,MATICBRL,4.959,5.038,4.63,4.894,223902.07,1080927.41917,892
1627084800000,2021-07-24,MATICBRL,4.963,5.15,4.748,4.958,393638.3,1934091.74204,1654
1626998400000,2021-07-23,MATICBRL,4.637,5.008,4.492,4.97,582190.52,2784727.2455,2042
1626912000000,2021-07-22,MATICBRL,4.648,4.867,4.424,4.637,1178537.08,5489652.65262,3077
1626825600000,2021-07-21,MATICBRL,3.617,4.964,3.52,4.652,1794786.78,7996843.30222,4668
1626739200000,2021-07-20,MATICBRL,3.875,3.898,3.309,3.627,861833.67,3128723.97819,2258
1626652800000,2021-07-19,MATICBRL,4.097,4.135,3.839,3.871,140930.23,558319.63272,1161
1626566400000,2021-07-18,MATICBRL,4.145,4.432,4.082,4.13,114422.33,487604.78708,780
1626480000000,2021-07-17,MATICBRL,4.199,4.251,4.057,4.148,113487.03,468576.75089,684
1626393600000,2021-07-16,MATICBRL,4.542,4.607,4.194,4.203,215757.74,935680.51827,803
1626307200000,2021-07-15,MATICBRL,4.772,4.844,4.438,4.535,208376.35,954933.87517,987
1626220800000,2021-07-14,MATICBRL,4.943,4.962,4.54,4.757,307516.85,1467742.76067,1363
1626134400000,2021-07-13,MATICBRL,5.201,5.204,4.9,4.943,295372.48,1486533.58548,1278
1626048000000,2021-07-12,MATICBRL,5.493,5.546,5.044,5.215,262921.52,1383286.87596,1268
1625961600000,2021-07-11,MATICBRL,5.478,5.583,5.435,5.5,61842.95,340169.56336,417
1625875200000,2021-07-10,MATICBRL,5.559,5.656,5.425,5.478,106238.9,585542.7201,584
1625788800000,2021-07-09,MATICBRL,5.55,5.668,5.351,5.572,178866.78,987413.97352,823
1625702400000,2021-07-08,MATICBRL,5.936,5.97,5.42,5.56,288012.14,1643477.74936,1153
1625616000000,2021-07-07,MATICBRL,5.897,6.093,5.88,5.948,258051.09,1544940.72118,1215
1625529600000,2021-07-06,MATICBRL,5.69,5.932,5.689,5.898,323093.43,1878156.37576,1130
1625443200000,2021-07-05,MATICBRL,5.813,5.83,5.537,5.69,183581.76,1045481.19655,1041
1625356800000,2021-07-04,MATICBRL,5.672,5.98,5.565,5.806,148824.16,863379.93559,1089
1625270400000,2021-07-03,MATICBRL,5.6,5.803,5.489,5.672,165033.96,942107.56112,948
1625184000000,2021-07-02,MATICBRL,5.45,5.644,5.311,5.592,240940.46,1314489.34141,1228
1625097600000,2021-07-01,MATICBRL,5.853,5.853,5.371,5.455,365191.95,2015021.37551,1592
1625011200000,2021-06-30,MATICBRL,5.843,5.887,5.443,5.861,336694.92,1909229.80478,2445
1624924800000,2021-06-29,MATICBRL,5.556,6.216,5.542,5.842,384152.07,2283812.72152,2392
1624838400000,2021-06-28,MATICBRL,5.532,5.792,5.361,5.572,374618.03,2085344.54491,1671
1624752000000,2021-06-27,MATICBRL,5.378,5.548,5.172,5.52,217472.9,1171006.06943,1125
1624665600000,2021-06-26,MATICBRL,5.204,5.497,5.04,5.383,220020.31,1155673.8753,1724
1624579200000,2021-06-25,MATICBRL,5.961,6.106,5.203,5.204,484516.82,2674499.28935,2512
1624492800000,2021-06-24,MATICBRL,5.899,6.117,5.71,5.962,289643.62,1728894.40798,1608
1624406400000,2021-06-23,MATICBRL,5.389,6.292,5.153,5.899,757524.24,4421613.43477,2593
1624320000000,2021-06-22,MATICBRL,5.613,6.3,4.741,5.4,1842119.39,10155922.42271,5819
1624233600000,2021-06-21,MATICBRL,7.198,7.256,5.535,5.583,682700.23,4394697.1054,3396
1624147200000,2021-06-20,MATICBRL,7.015,7.4,6.65,7.194,268875.76,1893557.39917,1767
1624060800000,2021-06-19,MATICBRL,7.056,7.371,6.957,7.037,353098.47,2527449.42252,1897
1623974400000,2021-06-18,MATICBRL,7.572,7.62,6.66,7.078,469627.93,3311101.03081,2392
1623888000000,2021-06-17,MATICBRL,7.534,7.935,7.39,7.581,327166.53,2498928.14236,1714
1623801600000,2021-06-16,MATICBRL,8.281,8.322,7.4,7.533,491486.92,3879515.92696,2774
1623715200000,2021-06-15,MATICBRL,7.923,8.767,7.802,8.27,468240.09,3928989.26917,3133
1623628800000,2021-06-14,MATICBRL,7.522,8.178,7.25,7.904,448852.07,3465212.14496,2360
1623542400000,2021-06-13,MATICBRL,6.9,7.649,6.78,7.499,471443.45,3391037.54392,2420
1623456000000,2021-06-12,MATICBRL,6.435,7.22,6.01,6.903,562465.73,3708510.79934,2437
1623369600000,2021-06-11,MATICBRL,6.94,7.053,6.368,6.46,311737.78,2118459.64088,1780
1623283200000,2021-06-10,MATICBRL,7.61,7.64,6.927,6.947,292792.53,2115300.98094,1759
1623196800000,2021-06-09,MATICBRL,7.57,7.841,6.884,7.61,502027.27,3723397.64702,2215
1623110400000,2021-06-08,MATICBRL,7.576,7.774,6.508,7.554,975133.64,7013870.45444,4058
1623024000000,2021-06-07,MATICBRL,8.036,8.75,7.48,7.602,557756.9,4573665.3031,3377
1622937600000,2021-06-06,MATICBRL,7.772,8.072,7.698,8.049,214846.37,1696127.85651,1274
1622851200000,2021-06-05,MATICBRL,8.306,8.54,7.41,7.798,354707.7,2857028.26195,2492
1622764800000,2021-06-04,MATICBRL,9.26,9.271,7.995,8.242,867017.12,7314609.44405,4605
1622678400000,2021-06-03,MATICBRL,9.178,9.494,9.04,9.251,266473.18,2461751.21072,2050
1622592000000,2021-06-02,MATICBRL,9.463,9.65,9.035,9.176,360545.2,3350232.14339,2603
1622505600000,2021-06-01,MATICBRL,9.813,10.411,9.102,9.458,476162.17,4655095.15655,3099
1622419200000,2021-05-31,MATICBRL,9.811,10.2,9.204,9.824,583243.71,5646589.78873,4268
1622332800000,2021-05-30,MATICBRL,8.963,10.384,8.189,9.832,1009597.57,9654960.71664,5287
1622246400000,2021-05-29,MATICBRL,9.616,10.083,8.039,8.95,746261.57,6786516.33929,4574
1622160000000,2021-05-28,MATICBRL,10.561,10.998,1.92,9.613,823583.29,8099453.91277,4761
